State,Crop,Soil_Type,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
UttarPradesh,Maize,Silty,27.78,88.97,14.32,51.15,11.54
Haryana,Cotton,Loamy,38.19,42.89,14.59,10.44,22.83
UttarPradesh,Maize,Loamy,28.16,61.77,88.26,35.95,22.08
Haryana,Groundnut,Clay,27.88,39.14,85.81,44.61,20.02
Karnataka,Cotton,Silty,36.08,32.95,56.64,15.87,25.31
Maharashtra,Wheat,Sandy,39.33,38.46,35.57,58.96,15.56
Maharashtra,Wheat,Peaty,39.94,89.15,36.29,58.4,15.93
MadhyaPradesh,Sugarcane,Sandy,27.61,35.45,94.76,31.09,23.54
MadhyaPradesh,Groundnut,Loamy,24.54,63.51,87.24,17.14,24.66
AndhraPradesh,Pulses,Clay,23.56,43.88,5.31,20.65,15.47
Gujarat,Maize,Silty,25.53,83.87,89.51,58.91,16.83
Gujarat,Pulses,Loamy,30.61,71.83,99.66,35.54,24.04
Karnataka,Groundnut,Silty,20.43,88.35,39.81,12.38,19.63
TamilNadu,Rice,Silty,29.61,60.34,14.13,17.78,18.74
TamilNadu,Pulses,Peaty,39.14,74.18,10.23,16.24,21.52
AndhraPradesh,Maize,Clay,29.23,79.98,35.67,29.92,18.35
Gujarat,Sugarcane,Sandy,39.88,46.11,63.16,44.59,21.36
Punjab,Maize,Sandy,37.93,47.14,76.06,56.18,19.75
Telangana,Sugarcane,Peaty,37.23,35.72,76.38,59.76,18.86
Karnataka,Sugarcane,Loamy,32.33,31.07,98.59,25.33,26.49
Gujarat,Wheat,Loamy,35.92,49.2,16.92,21.44,20.18
Punjab,Maize,Loamy,30.83,61.14,64.02,57.95,16.06
Punjab,Rice,Clay,33.61,43.02,51.16,18.52,23.5
UttarPradesh,Cotton,Clay,39.93,34.12,94.43,48.1,23.8
Rajasthan,Sugarcane,Clay,33.13,88.28,10.87,56.81,11.66
Bihar,Pulses,Silty,37.92,32.31,27.24,38.85,18.33
Haryana,Maize,Peaty,36.19,89.23,41.0,14.52,24.05
Haryana,Groundnut,Clay,28.36,30.1,47.69,55.01,14.28
Bihar,Groundnut,Sandy,25.14,59.17,80.06,19.53,23.64
Punjab,Wheat,Loamy,31.64,49.07,47.02,54.09,15.38
Haryana,Pulses,Silty,34.96,79.92,34.2,18.15,22.28
Karnataka,Wheat,Sandy,37.69,38.7,64.84,36.83,22.43
Rajasthan,Sugarcane,Loamy,31.64,73.69,33.73,41.29,16.61
Karnataka,Maize,Peaty,26.92,53.26,10.17,22.26,16.64
Punjab,Pulses,Clay,39.1,40.71,43.67,24.0,23.3
Telangana,Groundnut,Silty,25.6,64.93,8.95,39.27,12.72
Maharashtra,Groundnut,Peaty,35.09,43.62,44.18,52.26,16.49
Bihar,Cotton,Peaty,22.3,82.89,92.62,21.32,23.69
Karnataka,Pulses,Peaty,22.82,35.0,10.19,39.17,12.03
Karnataka,Rice,Loamy,30.2,75.19,29.6,39.15,16.19
TamilNadu,Wheat,Sandy,33.82,58.93,77.94,25.65,24.81
Gujarat,Rice,Loamy,20.29,61.01,37.86,43.08,13.26
Maharashtra,Sugarcane,Loamy,28.54,88.7,83.87,57.75,17.4
Telangana,Rice,Loamy,21.71,74.37,67.32,27.75,19.7
Karnataka,Groundnut,Silty,30.69,54.7,62.18,15.43,24.34
Rajasthan,Pulses,Sandy,28.15,76.45,74.59,55.79,16.75
Rajasthan,Groundnut,Clay,39.35,82.96,16.03,24.43,20.52
UttarPradesh,Cotton,Clay,26.65,69.02,28.18,48.14,13.18
Punjab,Sugarcane,Peaty,37.62,39.93,8.52,48.0,14.54
UttarPradesh,Cotton,Sandy,25.41,84.74,82.32,13.18,25.22
Karnataka,Sugarcane,Silty,34.84,73.88,65.92,11.71,26.7
AndhraPradesh,Cotton,Loamy,27.43,56.23,31.08,37.42,15.85
Karnataka,Wheat,Sandy,28.91,85.81,70.29,34.67,20.77
Telangana,Cotton,Clay,23.02,46.93,69.27,20.81,21.67
Gujarat,Cotton,Clay,33.5,84.33,95.55,35.21,24.56
MadhyaPradesh,Maize,Peaty,28.96,86.69,31.03,21.51,19.49
Gujarat,Pulses,Silty,23.64,64.02,77.73,12.15,24.44
Telangana,Maize,Clay,25.95,63.2,13.22,48.21,11.46
AndhraPradesh,Rice,Clay,39.35,40.43,12.72,11.9,22.7
UttarPradesh,Pulses,Sandy,35.57,89.68,92.19,57.61,20.37
Punjab,Maize,Silty,33.46,66.75,12.39,28.37,17.6
Telangana,Pulses,Peaty,22.19,80.3,48.88,31.69,17.21
Maharashtra,Wheat,Silty,39.59,49.34,12.88,32.85,18.59
UttarPradesh,Maize,Peaty,39.5,67.46,69.64,32.43,24.33
Rajasthan,Wheat,Peaty,34.98,89.07,86.91,24.26,26.33
Telangana,Rice,Loamy,34.02,88.49,27.72,53.08,14.36
TamilNadu,Sugarcane,Sandy,37.58,77.71,31.52,54.45,15.54
TamilNadu,Groundnut,Clay,23.44,63.52,12.56,46.95,10.9
MadhyaPradesh,Rice,Silty,24.55,70.88,20.37,55.32,10.34
AndhraPradesh,Sugarcane,Clay,38.12,36.17,39.59,30.96,21.2
Haryana,Sugarcane,Clay,29.71,30.42,7.15,35.43,14.54
AndhraPradesh,Wheat,Silty,35.42,51.34,12.2,40.78,15.69
Haryana,Rice,Sandy,28.24,44.62,15.92,45.43,12.98
MadhyaPradesh,Rice,Clay,26.85,89.33,63.73,20.73,22.28
UttarPradesh,Rice,Sandy,20.95,83.41,93.64,33.69,20.91
Karnataka,Maize,Clay,23.74,32.47,86.97,10.25,25.77
Rajasthan,Rice,Clay,32.96,57.56,54.66,55.71,16.21
Punjab,Maize,Peaty,30.26,34.97,69.09,12.57,25.47
TamilNadu,Groundnut,Loamy,38.53,83.19,61.45,20.53,25.6
AndhraPradesh,Rice,Sandy,28.96,34.12,69.16,51.46,17.31
Haryana,Sugarcane,Sandy,26.07,83.63,12.76,43.63,12.37
Telangana,Wheat,Clay,25.52,46.95,93.51,46.14,19.78
Bihar,Sugarcane,Clay,34.27,57.28,27.55,19.58,21.12
Punjab,Groundnut,Clay,35.92,73.33,24.99,40.09,17.26
Bihar,Sugarcane,Peaty,30.28,46.79,59.42,15.64,23.9
TamilNadu,Cotton,Sandy,31.54,75.5,71.7,54.5,17.73
Maharashtra,Rice,Peaty,30.55,89.14,51.59,10.04,24.32
Punjab,Sugarcane,Clay,34.11,81.42,88.13,41.24,22.8
TamilNadu,Wheat,Peaty,22.66,40.33,78.71,55.12,15.65
MadhyaPradesh,Pulses,Peaty,31.66,44.94,62.98,20.74,23.65
Haryana,Sugarcane,Silty,23.28,71.0,35.33,31.47,16.22
Karnataka,Cotton,Loamy,30.37,66.04,8.02,16.69,18.58
Maharashtra,Pulses,Clay,21.92,62.58,12.6,25.44,14.75
TamilNadu,Pulses,Clay,29.1,50.77,70.13,21.91,23.36
TamilNadu,Groundnut,Loamy,34.65,47.79,27.74,34.68,18.23
Telangana,Cotton,Loamy,29.28,83.04,58.52,23.33,21.97
Gujarat,Maize,Sandy,23.42,44.53,50.87,23.67,19.38
Punjab,Maize,Loamy,36.55,74.02,58.17,17.54,25.27
AndhraPradesh,Rice,Loamy,20.7,36.14,24.19,26.25,15.38
Rajasthan,Maize,Peaty,29.7,79.35,49.04,57.53,14.31
Gujarat,Groundnut,Loamy,37.31,55.29,47.61,35.54,20.85
UttarPradesh,Wheat,Silty,33.07,45.07,26.69,37.84,17.02
Haryana,Maize,Silty,26.35,81.46,65.63,10.55,24.36
AndhraPradesh,Sugarcane,Loamy,28.35,41.03,22.17,39.09,14.9
AndhraPradesh,Rice,Loamy,26.68,73.68,87.73,27.02,23.37
AndhraPradesh,Pulses,Clay,33.51,43.28,83.97,22.61,25.93
UttarPradesh,Rice,Silty,25.07,80.16,60.13,32.91,18.95
AndhraPradesh,Maize,Loamy,30.23,85.29,39.42,16.37,21.74
MadhyaPradesh,Rice,Sandy,29.17,52.31,43.58,49.94,15.12
Gujarat,Wheat,Loamy,29.05,84.9,63.59,30.95,20.88
Telangana,Sugarcane,Loamy,25.19,41.61,27.5,25.05,17.3
MadhyaPradesh,Rice,Loamy,36.53,43.99,53.33,11.01,26.09
TamilNadu,Sugarcane,Loamy,28.17,72.35,99.55,30.47,24.31
Maharashtra,Wheat,Clay,22.36,87.78,16.29,56.06,9.12
MadhyaPradesh,Groundnut,Peaty,29.74,58.45,93.11,22.65,25.7
Haryana,Maize,Silty,36.41,63.67,40.11,43.39,18.26
Punjab,Rice,Loamy,37.54,44.74,98.05,42.21,24.62
MadhyaPradesh,Rice,Clay,25.31,54.65,24.64,59.11,10.23
AndhraPradesh,Groundnut,Peaty,34.08,81.37,20.09,48.47,14.54
Bihar,Rice,Sandy,28.44,44.13,71.17,59.05,15.84
Punjab,Wheat,Clay,24.27,36.05,61.79,22.03,21.05
Haryana,Sugarcane,Sandy,22.63,77.54,18.99,31.92,14.3
TamilNadu,Pulses,Sandy,26.55,57.46,90.45,22.64,24.48
Karnataka,Sugarcane,Clay,27.32,80.95,68.39,50.17,17.0
Rajasthan,Groundnut,Sandy,24.76,40.18,91.45,25.22,23.53
Maharashtra,Rice,Peaty,21.08,31.94,13.73,29.89,13.72
TamilNadu,Pulses,Loamy,24.08,60.0,68.81,56.63,14.78
Telangana,Maize,Loamy,29.6,33.12,28.15,36.27,16.44
UttarPradesh,Groundnut,Sandy,22.38,50.71,12.09,29.63,14.0
Punjab,Rice,Peaty,23.83,81.89,81.52,12.7,24.76
TamilNadu,Wheat,Peaty,33.75,44.86,34.62,53.86,14.81
AndhraPradesh,Rice,Sandy,35.45,30.44,75.43,26.14,24.95
AndhraPradesh,Cotton,Silty,29.59,62.71,28.46,36.55,16.41
Haryana,Groundnut,Silty,35.9,72.02,82.82,48.56,21.34
Karnataka,Rice,Clay,38.34,31.33,30.28,22.94,21.94
Telangana,Groundnut,Silty,34.9,81.03,91.4,53.23,20.96
AndhraPradesh,Pulses,Clay,30.34,79.8,48.99,38.09,18.38
TamilNadu,Sugarcane,Peaty,28.43,80.33,24.95,28.61,17.3
AndhraPradesh,Pulses,Loamy,22.07,46.29,47.97,20.52,19.31
Karnataka,Pulses,Loamy,22.61,78.25,61.48,43.16,16.3
Bihar,Groundnut,Clay,22.18,85.37,84.83,15.82,23.97
TamilNadu,Maize,Sandy,31.41,89.72,35.37,24.0,20.16
Gujarat,Sugarcane,Clay,20.23,31.46,58.34,41.72,15.56
Telangana,Pulses,Sandy,20.96,47.87,23.52,52.96,10.05
MadhyaPradesh,Maize,Clay,24.87,72.45,70.33,50.45,16.4
Bihar,Rice,Peaty,22.11,53.82,23.79,21.93,16.63
Karnataka,Rice,Loamy,36.68,84.07,25.05,36.81,18.15
Maharashtra,Cotton,Loamy,27.69,88.47,72.53,31.44,21.27
Haryana,Pulses,Loamy,32.5,87.01,18.47,13.4,20.92
Haryana,Sugarcane,Loamy,23.28,85.73,37.36,21.04,18.51
Punjab,Sugarcane,Loamy,25.46,88.77,97.99,31.34,23.17
UttarPradesh,Sugarcane,Silty,22.31,80.08,38.97,55.65,11.46
Haryana,Groundnut,Loamy,30.24,45.42,12.85,23.76,17.6
UttarPradesh,Rice,Clay,39.95,32.14,90.82,50.93,22.88
Telangana,Sugarcane,Clay,39.05,36.89,60.68,15.96,26.59
Maharashtra,Cotton,Clay,25.46,80.98,73.95,10.29,24.98
Gujarat,Rice,Loamy,22.83,39.28,51.54,15.89,20.83
UttarPradesh,Cotton,Loamy,25.75,34.63,64.5,55.69,15.04
AndhraPradesh,Rice,Sandy,25.95,44.01,42.73,35.43,16.97
UttarPradesh,Groundnut,Sandy,20.63,86.0,78.47,33.31,19.37
Rajasthan,Rice,Loamy,21.76,57.12,96.74,37.14,20.77
MadhyaPradesh,Rice,Silty,37.9,86.84,7.11,49.74,14.13
Bihar,Cotton,Sandy,31.94,48.04,57.39,33.52,20.62
TamilNadu,Groundnut,Loamy,25.59,55.83,18.97,35.51,14.47
Maharashtra,Groundnut,Peaty,27.35,36.06,94.04,20.92,25.43
UttarPradesh,Sugarcane,Silty,30.7,47.91,12.43,54.48,11.56
Rajasthan,Pulses,Sandy,34.83,88.59,97.18,33.06,25.55
Maharashtra,Groundnut,Silty,32.62,82.82,21.39,27.56,18.41
TamilNadu,Wheat,Clay,31.16,57.5,22.83,22.56,19.12
Telangana,Pulses,Clay,28.0,60.78,13.83,32.14,15.36
Telangana,Wheat,Peaty,21.48,37.78,67.31,39.09,17.36
Maharashtra,Maize,Clay,31.1,57.8,31.97,38.21,16.89
TamilNadu,Cotton,Loamy,22.73,75.5,39.02,50.24,12.67
MadhyaPradesh,Rice,Clay,23.3,79.6,91.07,33.46,21.41
MadhyaPradesh,Rice,Clay,22.13,32.08,99.45,56.49,17.29
Bihar,Maize,Clay,39.67,47.75,30.38,27.41,21.46
Rajasthan,Rice,Sandy,33.97,52.51,96.53,23.26,27.19
Gujarat,Cotton,Clay,31.11,33.59,43.62,37.3,18.23
Karnataka,Sugarcane,Clay,30.52,35.96,73.0,13.29,25.8
MadhyaPradesh,Cotton,Peaty,39.1,41.78,32.67,24.81,22.04
Bihar,Maize,Peaty,26.99,44.2,94.94,32.47,23.1
UttarPradesh,Sugarcane,Silty,30.98,43.98,21.81,13.36,20.8
Haryana,Rice,Loamy,24.15,39.85,85.78,32.49,21.32
Karnataka,Wheat,Sandy,34.81,88.8,9.33,30.14,17.35
Punjab,Pulses,Peaty,36.99,79.16,97.99,29.56,26.98
Rajasthan,Pulses,Silty,38.34,79.42,80.74,54.46,20.68
UttarPradesh,Cotton,Silty,23.0,36.19,51.65,22.8,19.51
Haryana,Cotton,Silty,28.96,83.04,55.1,16.95,22.81
Haryana,Groundnut,Loamy,38.36,31.52,50.25,44.44,19.65
Rajasthan,Maize,Loamy,37.38,86.46,42.08,44.25,18.57
Bihar,Rice,Clay,37.85,37.94,6.97,49.53,14.15
MadhyaPradesh,Pulses,Silty,39.52,81.88,33.95,50.96,17.06
Haryana,Rice,Sandy,34.79,40.72,81.9,51.0,20.43
Bihar,Sugarcane,Sandy,23.53,41.15,66.59,15.44,22.63
Rajasthan,Wheat,Clay,37.32,57.42,78.86,48.33,21.42
MadhyaPradesh,Sugarcane,Peaty,24.25,42.7,29.63,58.59,10.52
Maharashtra,Maize,Peaty,20.21,65.75,86.46,56.11,15.49
MadhyaPradesh,Rice,Loamy,30.6,82.92,97.99,17.52,27.48
Bihar,Wheat,Clay,26.22,65.61,10.31,31.5,14.6
Karnataka,Maize,Loamy,21.7,66.02,39.43,48.99,12.65
Gujarat,Pulses,Sandy,28.05,55.05,54.36,45.0,16.85
AndhraPradesh,Rice,Clay,21.87,73.29,12.95,40.77,11.7
TamilNadu,Sugarcane,Loamy,39.19,58.4,41.53,49.39,18.03
UttarPradesh,Sugarcane,Clay,22.15,58.81,63.96,48.06,15.43
UttarPradesh,Rice,Sandy,25.66,34.79,20.95,38.74,14.04
Haryana,Groundnut,Clay,31.68,78.93,21.12,23.97,18.82
Punjab,Rice,Peaty,28.72,35.18,6.92,55.57,10.19
MadhyaPradesh,Rice,Peaty,26.75,55.26,74.62,58.5,15.79
Rajasthan,Wheat,Sandy,27.53,71.36,19.68,31.69,15.89
Rajasthan,Wheat,Loamy,28.97,40.6,20.06,40.76,14.54
AndhraPradesh,Pulses,Loamy,36.71,74.82,7.04,23.38,19.04
Bihar,Rice,Silty,30.33,45.59,93.92,23.2,25.85
Haryana,Cotton,Sandy,23.53,66.66,6.47,40.97,11.51
Rajasthan,Wheat,Peaty,30.18,86.89,73.21,46.47,19.08
MadhyaPradesh,Pulses,Peaty,20.4,63.38,72.56,25.21,20.33
MadhyaPradesh,Sugarcane,Peaty,30.76,60.74,8.1,33.38,15.36
Gujarat,Pulses,Loamy,24.23,82.56,58.26,52.7,14.55
AndhraPradesh,Maize,Clay,32.23,62.18,5.94,10.28,20.21
MadhyaPradesh,Groundnut,Silty,34.4,35.8,45.09,31.6,20.51
Karnataka,Wheat,Sandy,31.26,54.54,13.51,56.99,11.33
Karnataka,Sugarcane,Peaty,21.18,33.42,92.25,31.6,21.26
UttarPradesh,Rice,Peaty,31.52,51.52,96.11,41.67,22.73
Karnataka,Sugarcane,Peaty,38.14,81.15,77.5,32.44,24.7
Bihar,Pulses,Peaty,32.75,69.03,74.42,25.6,24.15
Punjab,Wheat,Sandy,26.0,89.08,51.72,17.02,21.57
Bihar,Pulses,Loamy,37.11,44.45,80.63,37.23,23.75
Karnataka,Wheat,Clay,32.21,54.99,10.91,19.77,18.8
TamilNadu,Pulses,Sandy,38.38,69.24,5.35,35.75,16.9
Punjab,Wheat,Clay,34.28,53.82,11.13,22.33,18.93
TamilNadu,Pulses,Silty,24.96,85.02,94.56,31.41,22.66
UttarPradesh,Pulses,Peaty,20.1,58.48,63.79,15.0,21.41
Telangana,Rice,Peaty,31.14,69.12,52.8,49.67,16.69
Haryana,Groundnut,Clay,27.38,30.34,74.6,18.29,24.02
Rajasthan,Wheat,Clay,23.47,55.58,93.81,33.33,21.76
Haryana,Sugarcane,Loamy,30.63,69.19,18.2,44.75,14.06
Haryana,Rice,Peaty,31.3,87.88,14.38,53.22,12.18
Punjab,Pulses,Silty,23.82,58.23,91.91,40.29,20.28
Maharashtra,Maize,Loamy,22.79,59.84,70.82,19.36,22.05
Rajasthan,Groundnut,Silty,21.05,84.89,94.04,18.09,24.1
Rajasthan,Groundnut,Silty,27.96,84.11,89.17,37.85,21.73
Maharashtra,Pulses,Peaty,35.76,76.63,16.65,59.79,12.44
Karnataka,Sugarcane,Silty,22.4,63.71,91.35,14.7,24.91
Rajasthan,Groundnut,Loamy,36.7,76.04,69.62,41.43,21.69
Gujarat,Groundnut,Clay,22.93,41.34,61.81,44.83,16.09
Gujarat,Rice,Loamy,22.17,35.94,87.66,26.34,22.15
Rajasthan,Groundnut,Clay,32.46,88.46,41.04,15.15,22.81
Telangana,Groundnut,Loamy,30.61,89.85,49.32,33.32,19.45
Rajasthan,Sugarcane,Sandy,39.55,86.75,70.77,55.4,19.86
MadhyaPradesh,Sugarcane,Sandy,30.52,56.89,55.67,24.36,21.85
TamilNadu,Cotton,Peaty,25.06,70.76,90.22,27.12,23.12
Telangana,Rice,Clay,20.68,87.18,41.59,45.7,13.22
UttarPradesh,Groundnut,Peaty,21.85,52.58,30.16,52.01,11.17
Haryana,Groundnut,Peaty,36.45,77.96,84.3,24.35,26.5
Telangana,Sugarcane,Loamy,29.86,50.05,21.37,55.95,11.9
Rajasthan,Groundnut,Clay,38.45,31.57,71.2,11.69,28.32
Punjab,Wheat,Clay,26.63,72.52,64.18,49.63,16.48
Karnataka,Pulses,Peaty,20.57,45.9,93.25,59.06,15.68
UttarPradesh,Rice,Peaty,38.65,30.24,57.25,14.3,26.46
Bihar,Maize,Loamy,39.08,79.36,38.94,33.06,21.01
Gujarat,Rice,Peaty,20.24,79.42,24.72,44.15,11.71
Karnataka,Rice,Sandy,22.8,43.45,28.47,22.32,17.22
Punjab,Rice,Silty,37.4,84.3,31.3,28.39,20.67
UttarPradesh,Cotton,Sandy,26.05,60.68,13.42,34.13,14.33
MadhyaPradesh,Cotton,Peaty,33.85,86.28,34.75,21.21,21.39
Bihar,Wheat,Silty,35.49,46.93,90.06,41.52,23.35
TamilNadu,Groundnut,Clay,36.92,51.24,61.51,43.41,20.55
AndhraPradesh,Groundnut,Clay,39.79,47.58,17.53,18.42,22.01
AndhraPradesh,Wheat,Clay,21.08,44.36,69.53,17.11,21.86
TamilNadu,Pulses,Silty,30.64,86.54,71.01,41.45,20.0
Haryana,Sugarcane,Loamy,36.59,59.98,7.24,50.63,13.57
UttarPradesh,Rice,Loamy,32.7,58.28,60.85,56.61,16.57
Punjab,Groundnut,Peaty,22.3,79.89,48.85,40.54,15.47
TamilNadu,Maize,Peaty,34.86,76.24,68.66,28.78,23.57
UttarPradesh,Maize,Loamy,25.03,35.54,52.99,29.07,18.99
Telangana,Maize,Loamy,30.85,51.88,87.5,56.08,18.79
Punjab,Rice,Sandy,20.89,45.95,96.72,43.14,19.31
Gujarat,Wheat,Loamy,21.27,82.47,62.81,54.4,13.78
AndhraPradesh,Wheat,Sandy,34.78,59.87,57.87,18.11,24.6
Bihar,Maize,Loamy,25.97,32.15,40.39,30.77,17.68
Bihar,Maize,Peaty,35.08,77.39,15.41,16.6,20.74
Telangana,Sugarcane,Silty,26.41,80.07,36.6,21.4,19.3
Punjab,Rice,Silty,24.82,89.49,12.92,26.17,15.5
Gujarat,Cotton,Loamy,22.3,82.93,76.79,53.74,15.62
AndhraPradesh,Sugarcane,Clay,27.52,38.07,88.48,16.56,25.79
Haryana,Pulses,Sandy,25.97,44.91,75.16,51.02,17.1
Gujarat,Maize,Silty,27.87,64.08,82.42,42.41,20.12
Karnataka,Rice,Loamy,38.72,69.42,92.19,44.47,23.94
MadhyaPradesh,Groundnut,Loamy,25.4,33.45,50.36,55.4,13.58
Haryana,Groundnut,Clay,29.37,43.06,94.96,43.98,21.51
Maharashtra,Wheat,Silty,26.64,89.34,14.81,14.48,18.58
Haryana,Rice,Loamy,38.37,72.52,66.43,40.7,22.01
TamilNadu,Pulses,Loamy,22.94,46.98,38.54,46.59,13.42
MadhyaPradesh,Cotton,Sandy,34.7,73.49,12.91,51.46,13.41
Karnataka,Groundnut,Sandy,35.07,61.64,40.43,50.8,16.4
UttarPradesh,Maize,Peaty,30.21,39.45,89.41,24.93,25.02
AndhraPradesh,Pulses,Loamy,27.2,83.76,26.75,47.42,13.35
TamilNadu,Wheat,Clay,37.39,39.83,87.24,40.12,23.92
Haryana,Groundnut,Silty,35.38,64.64,7.67,44.52,14.48
Gujarat,Rice,Silty,31.34,34.6,97.4,20.35,27.07
Bihar,Wheat,Loamy,37.14,45.45,67.89,58.16,18.3
Punjab,Sugarcane,Clay,20.1,41.92,72.53,20.24,21.24
Karnataka,Maize,Clay,31.38,47.41,85.76,47.94,20.4
MadhyaPradesh,Maize,Sandy,28.02,56.87,6.56,36.54,13.75
MadhyaPradesh,Pulses,Loamy,30.57,81.02,77.89,27.26,23.51
Haryana,Cotton,Sandy,35.69,46.79,23.03,10.57,22.9
AndhraPradesh,Pulses,Peaty,26.12,89.03,53.4,28.75,19.43
Rajasthan,Wheat,Peaty,33.06,48.76,17.62,29.51,17.78
Bihar,Sugarcane,Peaty,27.02,57.64,73.97,51.15,17.27
AndhraPradesh,Cotton,Silty,22.46,49.52,53.37,29.18,18.24
MadhyaPradesh,Wheat,Silty,27.38,69.18,18.52,46.6,12.75
UttarPradesh,Groundnut,Loamy,26.6,57.69,32.55,13.82,20.47
Maharashtra,Sugarcane,Sandy,38.63,58.86,54.55,57.55,17.53
Telangana,Groundnut,Clay,30.04,68.54,46.16,21.09,21.41
Telangana,Pulses,Loamy,23.34,78.81,77.96,38.64,19.07
Karnataka,Sugarcane,Loamy,27.55,86.56,9.5,38.3,13.55
Karnataka,Wheat,Silty,25.11,35.11,56.96,32.1,18.81
Karnataka,Cotton,Peaty,39.0,34.86,87.22,56.44,21.13
AndhraPradesh,Sugarcane,Peaty,35.12,79.61,79.27,38.62,22.74
Gujarat,Rice,Sandy,33.4,68.99,77.41,51.73,19.41
AndhraPradesh,Cotton,Silty,35.78,78.76,53.53,53.81,17.32
TamilNadu,Wheat,Silty,30.32,32.5,54.22,59.14,14.69
UttarPradesh,Sugarcane,Silty,28.76,30.94,66.35,15.4,24.18
AndhraPradesh,Groundnut,Loamy,21.04,87.99,8.94,48.19,9.57
Telangana,Groundnut,Sandy,29.61,55.47,14.93,28.25,16.73
Karnataka,Pulses,Silty,28.96,78.75,52.43,32.08,19.52
Gujarat,Pulses,Peaty,30.39,42.06,16.83,33.03,16.19
Gujarat,Cotton,Sandy,27.18,55.51,70.19,18.58,23.46
Telangana,Maize,Clay,20.67,84.34,57.0,32.55,17.39
MadhyaPradesh,Groundnut,Loamy,39.29,59.11,41.78,44.67,19.03
TamilNadu,Wheat,Sandy,27.66,85.78,50.14,22.56,20.8
Telangana,Rice,Loamy,29.75,30.29,31.96,17.6,20.6
Rajasthan,Groundnut,Silty,39.93,49.31,44.28,12.33,25.94
AndhraPradesh,Maize,Silty,31.0,51.91,59.08,47.92,17.62
MadhyaPradesh,Rice,Sandy,29.15,62.86,29.16,50.47,13.57
Maharashtra,Wheat,Sandy,29.09,79.16,89.88,51.43,19.43
Karnataka,Wheat,Loamy,26.98,79.0,89.97,30.25,23.04
Gujarat,Rice,Silty,29.7,65.32,56.9,31.95,20.21
TamilNadu,Sugarcane,Silty,39.15,36.63,81.23,30.01,25.87
Haryana,Rice,Clay,26.82,54.05,30.21,26.41,17.79
Rajasthan,Rice,Sandy,31.61,68.09,90.33,58.3,18.86
Bihar,Pulses,Silty,31.05,51.0,16.46,57.46,11.47
MadhyaPradesh,Wheat,Clay,24.66,73.45,34.03,28.2,17.16
TamilNadu,Maize,Clay,28.81,56.23,27.6,38.06,15.79
Punjab,Rice,Peaty,34.37,46.94,25.44,32.18,18.42
TamilNadu,Groundnut,Clay,23.58,49.48,91.43,36.42,20.93
AndhraPradesh,Rice,Silty,36.58,60.64,87.43,23.85,26.95
Rajasthan,Cotton,Silty,37.0,51.19,7.56,49.89,13.88
AndhraPradesh,Cotton,Clay,37.27,83.71,28.85,36.81,18.7
Maharashtra,Wheat,Silty,36.56,48.6,56.35,23.15,23.97
TamilNadu,Cotton,Loamy,25.1,59.77,11.45,28.96,14.88
Karnataka,Sugarcane,Loamy,30.94,66.98,5.44,35.11,14.8
MadhyaPradesh,Rice,Clay,22.26,59.52,51.68,10.92,21.66
Punjab,Maize,Silty,29.09,65.13,87.94,45.55,20.41
Bihar,Groundnut,Peaty,25.27,62.05,50.63,45.76,15.49
Bihar,Sugarcane,Sandy,20.36,33.18,58.9,56.21,12.76
Punjab,Pulses,Loamy,30.88,64.58,76.72,42.46,20.44
TamilNadu,Wheat,Sandy,29.34,35.5,62.22,32.86,20.45
Gujarat,Pulses,Sandy,24.65,67.03,45.45,30.93,17.75
MadhyaPradesh,Cotton,Clay,39.31,79.38,46.51,26.21,23.2
AndhraPradesh,Cotton,Clay,39.31,51.88,95.34,29.35,27.46
UttarPradesh,Pulses,Clay,26.23,76.01,87.78,47.57,19.13
Gujarat,Maize,Peaty,27.28,43.63,7.58,12.72,18.4
Gujarat,Maize,Sandy,38.13,82.1,69.46,35.05,23.38
AndhraPradesh,Rice,Peaty,36.38,46.32,59.2,18.69,25.1
AndhraPradesh,Sugarcane,Clay,24.16,58.57,8.03,39.6,12.13
Rajasthan,Pulses,Loamy,31.42,59.37,76.78,35.5,22.0
Telangana,Maize,Sandy,30.61,39.55,45.37,24.86,20.75
Rajasthan,Sugarcane,Silty,25.89,86.79,57.04,11.34,23.2
UttarPradesh,Rice,Silty,23.55,86.03,83.35,55.44,16.31
Gujarat,Rice,Sandy,37.83,38.2,46.26,52.03,17.57
TamilNadu,Maize,Loamy,39.37,77.34,90.61,50.63,22.75
Telangana,Groundnut,Peaty,22.51,67.02,58.59,46.17,15.38
Maharashtra,Pulses,Silty,29.56,70.33,72.5,42.82,19.55
Bihar,Rice,Silty,35.48,79.01,39.48,35.74,19.44
Bihar,Sugarcane,Peaty,39.13,31.41,6.96,49.47,14.54
Telangana,Sugarcane,Loamy,24.86,32.85,40.17,33.43,16.79
Punjab,Cotton,Peaty,27.2,39.0,44.14,36.29,17.32
Gujarat,Pulses,Peaty,36.27,44.05,26.14,12.37,23.02
UttarPradesh,Cotton,Silty,37.39,59.59,52.92,21.56,24.2
Punjab,Rice,Sandy,33.78,53.92,64.79,51.87,18.24
Karnataka,Wheat,Silty,22.18,56.58,79.62,33.11,19.99
Telangana,Maize,Silty,23.96,66.79,81.54,42.21,18.9
